"Series ID","Area","Industry","Datatype","Adjustment Method","State"
"SMS51000003000000001","Statewide","Manufacturing","All Employees, In Thousands","Seasonally Adjusted","Virginia"
"SMS51000003100000001","Statewide","Durable Goods","All Employees, In Thousands","Seasonally Adjusted","Virginia"
"SMS51000003200000001","Statewide","Non-Durable Goods","All Employees, In Thousands","Seasonally Adjusted","Virginia"
"SMS51000004000000001","Statewide","Trade, Transportation, and Utilities","All Employees, In Thousands","Seasonally Adjusted","Virginia"
"SMS51000004100000001","Statewide","Wholesale Trade","All Employees, In Thousands","Seasonally Adjusted","Virginia"
"SMS51000004200000001","Statewide","Retail Trade","All Employees, In Thousands","Seasonally Adjusted","Virginia"
"SMS51000004300000001","Statewide","Transportation, Warehousing, and Utilities","All Employees, In Thousands","Seasonally Adjusted","Virginia"
"SMS51000005000000001","Statewide","Information","All Employees, In Thousands","Seasonally Adjusted","Virginia"
"SMS51000005500000001","Statewide","Financial Activities","All Employees, In Thousands","Seasonally Adjusted","Virginia"
"SMS51000005552000001","Statewide","Finance and Insurance","All Employees, In Thousands","Seasonally Adjusted","Virginia"
"SMS51000005553000001","Statewide","Real Estate and Rental and Leasing","All Employees, In Thousands","Seasonally Adjusted","Virginia"
"SMS51000006000000001","Statewide","Professional and Business Services","All Employees, In Thousands","Seasonally Adjusted","Virginia"
"SMS51000006054000001","Statewide","Professional, Scientific, and Technical Services","All Employees, In Thousands","Seasonally Adjusted","Virginia"
"SMS51000006055000001","Statewide","Management of Companies and Enterprises","All Employees, In Thousands","Seasonally Adjusted","Virginia"
"SMS51000006056000001","Statewide","Administrative and Support and Waste Management and Remediation Services","All Employees, In Thousands","Seasonally Adjusted","Virginia"
"SMS51000006500000001","Statewide","Education and Health Services","All Employees, In Thousands","Seasonally Adjusted","Virginia"
"SMS51000006561000001","Statewide","Educational Services","All Employees, In Thousands","Seasonally Adjusted","Virginia"
"SMS51000006562000001","Statewide","Health Care and Social Assistance","All Employees, In Thousands","Seasonally Adjusted","Virginia"
"SMS51000007000000001","Statewide","Leisure and Hospitality","All Employees, In Thousands","Seasonally Adjusted","Virginia"
"SMS51000007071000001","Statewide","Arts, Entertainment, and Recreation","All Employees, In Thousands","Seasonally Adjusted","Virginia"
"SMS51000007072000001","Statewide","Accommodation and Food Services","All Employees, In Thousands","Seasonally Adjusted","Virginia"
"SMS51000008000000001","Statewide","Other Services","All Employees, In Thousands","Seasonally Adjusted","Virginia"
"SMS51000009000000001","Statewide","Government","All Employees, In Thousands","Seasonally Adjusted","Virginia"
"SMS51000009091000001","Statewide","Federal Government","All Employees, In Thousands","Seasonally Adjusted","Virginia"
"SMS51000009092000001","Statewide","State Government","All Employees, In Thousands","Seasonally Adjusted","Virginia"
"SMS51000009093000001","Statewide","Local Government","All Employees, In Thousands","Seasonally Adjusted","Virginia"
"SMU51000000000000001","Statewide","Total Nonfarm","All Employees, In Thousands","Not Seasonally Adjusted","Virginia"
"SMU51000000500000001","Statewide","Total Private","All Employees, In Thousands","Not Seasonally Adjusted","Virginia"
"SMU51000000600000001","Statewide","Goods Producing","All Employees, In Thousands","Not Seasonally Adjusted","Virginia"
"SMU51000000700000001","Statewide","Service-Providing","All Employees, In Thousands","Not Seasonally Adjusted","Virginia"
"SMU51000000800000001","Statewide","Private Service Providing","All Employees, In Thousands","Not Seasonally Adjusted","Virginia"
"SMU51000001000000001","Statewide","Mining and Logging","All Employees, In Thousands","Not Seasonally Adjusted","Virginia"
"SMU51000001500000001","Statewide","Mining, Logging and Construction","All Employees, In Thousands","Not Seasonally Adjusted","Virginia"
"SMU51000002000000001","Statewide","Construction","All Employees, In Thousands","Not Seasonally Adjusted","Virginia"
"SMU51000002023600001","Statewide","Construction of Buildings","All Employees, In Thousands","Not Seasonally Adjusted","Virginia"
"SMU51000002023700001","Statewide","Heavy and Civil Engineering Construction","All Employees, In Thousands","Not Seasonally Adjusted","Virginia"
"SMU51000002023800001","Statewide","Specialty Trade Contractors","All Employees, In Thousands","Not Seasonally Adjusted","Virginia"
"SMU51000003000000001","Statewide","Manufacturing","All Employees, In Thousands","Not Seasonally Adjusted","Virginia"
"SMU51000003100000001","Statewide","Durable Goods","All Employees, In Thousands","Not Seasonally Adjusted","Virginia"
"SMU51000003200000001","Statewide","Non-Durable Goods","All Employees, In Thousands","Not Seasonally Adjusted","Virginia"
"SMU51000004000000001","Statewide","Trade, Transportation, and Utilities","All Employees, In Thousands","Not Seasonally Adjusted","Virginia"
"SMU51000004100000001","Statewide","Wholesale Trade","All Employees, In Thousands","Not Seasonally Adjusted","Virginia"
"SMU51000004200000001","Statewide","Retail Trade","All Employees, In Thousands","Not Seasonally Adjusted","Virginia"
"SMU51000004300000001","Statewide","Transportation, Warehousing, and Utilities","All Employees, In Thousands","Not Seasonally Adjusted","Virginia"
"SMU51000004322000001","Statewide","Utilities","All Employees, In Thousands","Not Seasonally Adjusted","Virginia"
"SMU51000004340008901","Statewide","Transportation and Warehousing","All Employees, In Thousands","Not Seasonally Adjusted","Virginia"
"SMU51000005000000001","Statewide","Information","All Employees, In Thousands","Not Seasonally Adjusted","Virginia"
"SMU51000005500000001","Statewide","Financial Activities","All Employees, In Thousands","Not Seasonally Adjusted","Virginia"
"SMU51000005552000001","Statewide","Finance and Insurance","All Employees, In Thousands","Not Seasonally Adjusted","Virginia"
"SMU51000005553000001","Statewide","Real Estate and Rental and Leasing","All Employees, In Thousands","Not Seasonally Adjusted","Virginia"
"SMU51000006000000001","Statewide","Professional and Business Services","All Employees, In Thousands","Not Seasonally Adjusted","Virginia"
"SMU51000006054000001","Statewide","Professional, Scientific, and Technical Services","All Employees, In Thousands","Not Seasonally Adjusted","Virginia"
"SMU51000006054150001","Statewide","Computer Systems Design and Related Services","All Employees, In Thousands","Not Seasonally Adjusted","Virginia"
"SMU51000006055000001","Statewide","Management of Companies and Enterprises","All Employees, In Thousands","Not Seasonally Adjusted","Virginia"
"SMU51000006056000001","Statewide","Administrative and Support and Waste Management and Remediation Services","All Employees, In Thousands","Not Seasonally Adjusted","Virginia"
"SMU51000006056130001","Statewide","Employment Services","All Employees, In Thousands","Not Seasonally Adjusted","Virginia"
"SMU51000006500000001","Statewide","Education and Health Services","All Employees, In Thousands","Not Seasonally Adjusted","Virginia"
"SMU51000006561000001","Statewide","Educational Services","All Employees, In Thousands","Not Seasonally Adjusted","Virginia"
"SMU51000006561130001","Statewide","Colleges, Universities, and Professional Schools","All Employees, In Thousands","Not Seasonally Adjusted","Virginia"
"SMU51000006562000001","Statewide","Health Care and Social Assistance","All Employees, In Thousands","Not Seasonally Adjusted","Virginia"
"SMU51000006562100001","Statewide","Ambulatory Health Care Services","All Employees, In Thousands","Not Seasonally Adjusted","Virginia"
"SMU51000006562200001","Statewide","Hospitals","All Employees, In Thousands","Not Seasonally Adjusted","Virginia"
"SMU51000006562300001","Statewide","Nursing and Residential Care Facilities","All Employees, In Thousands","Not Seasonally Adjusted","Virginia"
"SMU51000006562400001","Statewide","Social Assistance","All Employees, In Thousands","Not Seasonally Adjusted","Virginia"
"SMU51000007000000001","Statewide","Leisure and Hospitality","All Employees, In Thousands","Not Seasonally Adjusted","Virginia"
"SMU51000007071000001","Statewide","Arts, Entertainment, and Recreation","All Employees, In Thousands","Not Seasonally Adjusted","Virginia"
"SMU51000007072000001","Statewide","Accommodation and Food Services","All Employees, In Thousands","Not Seasonally Adjusted","Virginia"
"SMU51000007072100001","Statewide","Accommodation","All Employees, In Thousands","Not Seasonally Adjusted","Virginia"
"SMU51000007072200001","Statewide","Food Services and Drinking Places","All Employees, In Thousands","Not Seasonally Adjusted","Virginia"
"SMU51000008000000001","Statewide","Other Services","All Employees, In Thousands","Not Seasonally Adjusted","Virginia"
"SMU51000008081100001","Statewide","Repair and Maintenance","All Employees, In Thousands","Not Seasonally Adjusted","Virginia"
"SMU51000008081200001","Statewide","Personal and Laundry Services","All Employees, In Thousands","Not Seasonally Adjusted","Virginia"
"SMU51000008081300001","Statewide","Religious, Grantmaking, Civic, Professional, and Similar Organizations","All Employees, In Thousands","Not Seasonally Adjusted","Virginia"
"SMU51000009000000001","Statewide","Government","All Employees, In Thousands","Not Seasonally Adjusted","Virginia"
"SMU51000009091000001","Statewide","Federal Government","All Employees, In Thousands","Not Seasonally Adjusted","Virginia"
"SMU51000009092000001","Statewide","State Government","All Employees, In Thousands","Not Seasonally Adjusted","Virginia"
"SMU51000009092161101","Statewide","State Government Educational Services","All Employees, In Thousands","Not Seasonally Adjusted","Virginia"
"SMU51000009092200001","Statewide","State Government Excluding Education","All Employees, In Thousands","Not Seasonally Adjusted","Virginia"
"SMU51000009093000001","Statewide","Local Government","All Employees, In Thousands","Not Seasonally Adjusted","Virginia"
"SMU51000009093161101","Statewide","Local Government Educational Services","All Employees, In Thousands","Not Seasonally Adjusted","Virginia"
"SMU51000009093200001","Statewide","Local Government excluding Educational Services","All Employees, In Thousands","Not Seasonally Adjusted","Virginia"
"SMS11000000000000001","Statewide","Total Nonfarm","All Employees, In Thousands","Seasonally Adjusted","District of Columbia"
"SMS11000000500000001","Statewide","Total Private","All Employees, In Thousands","Seasonally Adjusted","District of Columbia"
"SMS11000000600000001","Statewide","Goods Producing","All Employees, In Thousands","Seasonally Adjusted","District of Columbia"
"SMS11000000700000001","Statewide","Service-Providing","All Employees, In Thousands","Seasonally Adjusted","District of Columbia"
"SMS11000000800000001","Statewide","Private Service Providing","All Employees, In Thousands","Seasonally Adjusted","District of Columbia"
"SMS11000001500000001","Statewide","Mining, Logging and Construction","All Employees, In Thousands","Seasonally Adjusted","District of Columbia"
"SMS11000003000000001","Statewide","Manufacturing","All Employees, In Thousands","Seasonally Adjusted","District of Columbia"
"SMS11000004000000001","Statewide","Trade, Transportation, and Utilities","All Employees, In Thousands","Seasonally Adjusted","District of Columbia"
"SMS11000004100000001","Statewide","Wholesale Trade","All Employees, In Thousands","Seasonally Adjusted","District of Columbia"
"SMS11000004200000001","Statewide","Retail Trade","All Employees, In Thousands","Seasonally Adjusted","District of Columbia"
"SMS11000004300000001","Statewide","Transportation, Warehousing, and Utilities","All Employees, In Thousands","Seasonally Adjusted","District of Columbia"
"SMS11000005000000001","Statewide","Information","All Employees, In Thousands","Seasonally Adjusted","District of Columbia"
"SMS11000005500000001","Statewide","Financial Activities","All Employees, In Thousands","Seasonally Adjusted","District of Columbia"
"SMS11000005552000001","Statewide","Finance and Insurance","All Employees, In Thousands","Seasonally Adjusted","District of Columbia"
"SMS11000005553000001","Statewide","Real Estate and Rental and Leasing","All Employees, In Thousands","Seasonally Adjusted","District of Columbia"
"SMS11000006000000001","Statewide","Professional and Business Services","All Employees, In Thousands","Seasonally Adjusted","District of Columbia"
"SMS11000006054000001","Statewide","Professional, Scientific, and Technical Services","All Employees, In Thousands","Seasonally Adjusted","District of Columbia"
"SMS11000006056000001","Statewide","Administrative and Support and Waste Management and Remediation Services","All Employees, In Thousands","Seasonally Adjusted","District of Columbia"
"SMS11000006500000001","Statewide","Education and Health Services","All Employees, In Thousands","Seasonally Adjusted","District of Columbia"
"SMS11000006561000001","Statewide","Educational Services","All Employees, In Thousands","Seasonally Adjusted","District of Columbia"
"SMS11000006562000001","Statewide","Health Care and Social Assistance","All Employees, In Thousands","Seasonally Adjusted","District of Columbia"
"SMS11000007000000001","Statewide","Leisure and Hospitality","All Employees, In Thousands","Seasonally Adjusted","District of Columbia"
"SMS11000007071000001","Statewide","Arts, Entertainment, and Recreation","All Employees, In Thousands","Seasonally Adjusted","District of Columbia"
"SMS11000007072000001","Statewide","Accommodation and Food Services","All Employees, In Thousands","Seasonally Adjusted","District of Columbia"
"SMS11000008000000001","Statewide","Other Services","All Employees, In Thousands","Seasonally Adjusted","District of Columbia"
"SMS11000009000000001","Statewide","Government","All Employees, In Thousands","Seasonally Adjusted","District of Columbia"
"SMS11000009091000001","Statewide","Federal Government","All Employees, In Thousands","Seasonally Adjusted","District of Columbia"
"SMU11000000000000001","Statewide","Total Nonfarm","All Employees, In Thousands","Not Seasonally Adjusted","District of Columbia"
"SMU11000000500000001","Statewide","Total Private","All Employees, In Thousands","Not Seasonally Adjusted","District of Columbia"
"SMU11000000600000001","Statewide","Goods Producing","All Employees, In Thousands","Not Seasonally Adjusted","District of Columbia"
"SMU11000000700000001","Statewide","Service-Providing","All Employees, In Thousands","Not Seasonally Adjusted","District of Columbia"
"SMU11000000800000001","Statewide","Private Service Providing","All Employees, In Thousands","Not Seasonally Adjusted","District of Columbia"
"SMU11000001500000001","Statewide","Mining, Logging and Construction","All Employees, In Thousands","Not Seasonally Adjusted","District of Columbia"
"SMU11000003000000001","Statewide","Manufacturing","All Employees, In Thousands","Not Seasonally Adjusted","District of Columbia"
"SMU11000004000000001","Statewide","Trade, Transportation, and Utilities","All Employees, In Thousands","Not Seasonally Adjusted","District of Columbia"
"SMU11000004100000001","Statewide","Wholesale Trade","All Employees, In Thousands","Not Seasonally Adjusted","District of Columbia"
"SMU11000004200000001","Statewide","Retail Trade","All Employees, In Thousands","Not Seasonally Adjusted","District of Columbia"
"SMU11000004300000001","Statewide","Transportation, Warehousing, and Utilities","All Employees, In Thousands","Not Seasonally Adjusted","District of Columbia"
"SMU11000005000000001","Statewide","Information","All Employees, In Thousands","Not Seasonally Adjusted","District of Columbia"
"SMU11000005500000001","Statewide","Financial Activities","All Employees, In Thousands","Not Seasonally Adjusted","District of Columbia"
"SMU11000005552000001","Statewide","Finance and Insurance","All Employees, In Thousands","Not Seasonally Adjusted","District of Columbia"
"SMU11000005553000001","Statewide","Real Estate and Rental and Leasing","All Employees, In Thousands","Not Seasonally Adjusted","District of Columbia"
"SMU11000006000000001","Statewide","Professional and Business Services","All Employees, In Thousands","Not Seasonally Adjusted","District of Columbia"
"SMU11000006054000001","Statewide","Professional, Scientific, and Technical Services","All Employees, In Thousands","Not Seasonally Adjusted","District of Columbia"
"SMU11000006054110001","Statewide","Legal Services","All Employees, In Thousands","Not Seasonally Adjusted","District of Columbia"
"SMU11000006056000001","Statewide","Administrative and Support and Waste Management and Remediation Services","All Employees, In Thousands","Not Seasonally Adjusted","District of Columbia"
"SMU11000006056130001","Statewide","Employment Services","All Employees, In Thousands","Not Seasonally Adjusted","District of Columbia"
"SMU11000006500000001","Statewide","Education and Health Services","All Employees, In Thousands","Not Seasonally Adjusted","District of Columbia"
"SMU11000006561000001","Statewide","Educational Services","All Employees, In Thousands","Not Seasonally Adjusted","District of Columbia"
"SMU11000006561130001","Statewide","Colleges, Universities, and Professional Schools","All Employees, In Thousands","Not Seasonally Adjusted","District of Columbia"
"SMU11000006562000001","Statewide","Health Care and Social Assistance","All Employees, In Thousands","Not Seasonally Adjusted","District of Columbia"
"SMU11000006562100001","Statewide","Ambulatory Health Care Services","All Employees, In Thousands","Not Seasonally Adjusted","District of Columbia"
"SMU11000006562200001","Statewide","Hospitals","All Employees, In Thousands","Not Seasonally Adjusted","District of Columbia"
"SMU11000006562300001","Statewide","Nursing and Residential Care Facilities","All Employees, In Thousands","Not Seasonally Adjusted","District of Columbia"
"SMU11000007000000001","Statewide","Leisure and Hospitality","All Employees, In Thousands","Not Seasonally Adjusted","District of Columbia"
"SMU11000007071000001","Statewide","Arts, Entertainment, and Recreation","All Employees, In Thousands","Not Seasonally Adjusted","District of Columbia"
"SMU11000007072000001","Statewide","Accommodation and Food Services","All Employees, In Thousands","Not Seasonally Adjusted","District of Columbia"
"SMU11000007072100001","Statewide","Accommodation","All Employees, In Thousands","Not Seasonally Adjusted","District of Columbia"
"SMU11000007072200001","Statewide","Food Services and Drinking Places","All Employees, In Thousands","Not Seasonally Adjusted","District of Columbia"
"SMU11000007072230001","Statewide","Special Food Services","All Employees, In Thousands","Not Seasonally Adjusted","District of Columbia"
"SMU11000007072250001","Statewide","Restaurants and Other Eating Places","All Employees, In Thousands","Not Seasonally Adjusted","District of Columbia"
"SMU11000007072251101","Statewide","Full-Service Restaurants","All Employees, In Thousands","Not Seasonally Adjusted","District of Columbia"
"SMU11000007072259001","Statewide","Limited-Service Restaurants and Other Eating Places","All Employees, In Thousands","Not Seasonally Adjusted","District of Columbia"
"SMU11000008000000001","Statewide","Other Services","All Employees, In Thousands","Not Seasonally Adjusted","District of Columbia"
"SMU11000008081300001","Statewide","Religious, Grantmaking, Civic, Professional, and Similar Organizations","All Employees, In Thousands","Not Seasonally Adjusted","District of Columbia"
"SMU11000008081390001","Statewide","Business, Professional, Labor, Political, and Similar Organizations","All Employees, In Thousands","Not Seasonally Adjusted","District of Columbia"
"SMU11000009000000001","Statewide","Government","All Employees, In Thousands","Not Seasonally Adjusted","District of Columbia"
"SMU11000009091000001","Statewide","Federal Government","All Employees, In Thousands","Not Seasonally Adjusted","District of Columbia"
"SMU11000009093248001","Statewide","Transportation","All Employees, In Thousands","Not Seasonally Adjusted","District of Columbia"
"SMU11000009094000001","Statewide","Total State and Local Government","All Employees, In Thousands","Not Seasonally Adjusted","District of Columbia"
"SMU11000009094000101","Statewide","District of Columbia Government","All Employees, In Thousands","Not Seasonally Adjusted","District of Columbia"
"SMS10000000000000001","Statewide","Total Nonfarm","All Employees, In Thousands","Seasonally Adjusted","Delaware"
"SMS10000000500000001","Statewide","Total Private","All Employees, In Thousands","Seasonally Adjusted","Delaware"
"SMS10000000600000001","Statewide","Goods Producing","All Employees, In Thousands","Seasonally Adjusted","Delaware"
"SMS10000000700000001","Statewide","Service-Providing","All Employees, In Thousands","Seasonally Adjusted","Delaware"
"SMS10000000800000001","Statewide","Private Service Providing","All Employees, In Thousands","Seasonally Adjusted","Delaware"
"SMS10000001500000001","Statewide","Mining, Logging and Construction","All Employees, In Thousands","Seasonally Adjusted","Delaware"
"SMS10000003000000001","Statewide","Manufacturing","All Employees, In Thousands","Seasonally Adjusted","Delaware"
"SMS10000003100000001","Statewide","Durable Goods","All Employees, In Thousands","Seasonally Adjusted","Delaware"
"SMS10000003200000001","Statewide","Non-Durable Goods","All Employees, In Thousands","Seasonally Adjusted","Delaware"
"SMS10000004000000001","Statewide","Trade, Transportation, and Utilities","All Employees, In Thousands","Seasonally Adjusted","Delaware"
"SMS10000004100000001","Statewide","Wholesale Trade","All Employees, In Thousands","Seasonally Adjusted","Delaware"
"SMS10000004200000001","Statewide","Retail Trade","All Employees, In Thousands","Seasonally Adjusted","Delaware"
"SMS10000004300000001","Statewide","Transportation, Warehousing, and Utilities","All Employees, In Thousands","Seasonally Adjusted","Delaware"
"SMS10000005500000001","Statewide","Financial Activities","All Employees, In Thousands","Seasonally Adjusted","Delaware"
"SMS10000005552000001","Statewide","Finance and Insurance","All Employees, In Thousands","Seasonally Adjusted","Delaware"
"SMS10000005553000001","Statewide","Real Estate and Rental and Leasing","All Employees, In Thousands","Seasonally Adjusted","Delaware"
"SMS10000006000000001","Statewide","Professional and Business Services","All Employees, In Thousands","Seasonally Adjusted","Delaware"
"SMS10000006054000001","Statewide","Professional, Scientific, and Technical Services","All Employees, In Thousands","Seasonally Adjusted","Delaware"
"SMS10000006055000001","Statewide","Management of Companies and Enterprises","All Employees, In Thousands","Seasonally Adjusted","Delaware"
"SMS10000006056000001","Statewide","Administrative and Support and Waste Management and Remediation Services","All Employees, In Thousands","Seasonally Adjusted","Delaware"
"SMS10000006500000001","Statewide","Education and Health Services","All Employees, In Thousands","Seasonally Adjusted","Delaware"
"SMS10000006561000001","Statewide","Educational Services","All Employees, In Thousands","Seasonally Adjusted","Delaware"
"SMS10000006562000001","Statewide","Health Care and Social Assistance","All Employees, In Thousands","Seasonally Adjusted","Delaware"
"SMS10000007000000001","Statewide","Leisure and Hospitality","All Employees, In Thousands","Seasonally Adjusted","Delaware"
"SMS10000007071000001","Statewide","Arts, Entertainment, and Recreation","All Employees, In Thousands","Seasonally Adjusted","Delaware"
"SMS10000007072000001","Statewide","Accommodation and Food Services","All Employees, In Thousands","Seasonally Adjusted","Delaware"
"SMS10000008000000001","Statewide","Other Services","All Employees, In Thousands","Seasonally Adjusted","Delaware"
"SMS10000009000000001","Statewide","Government","All Employees, In Thousands","Seasonally Adjusted","Delaware"
"SMS10000009091000001","Statewide","Federal Government","All Employees, In Thousands","Seasonally Adjusted","Delaware"
"SMS10000009092000001","Statewide","State Government","All Employees, In Thousands","Seasonally Adjusted","Delaware"
"SMS10000009093000001","Statewide","Local Government","All Employees, In Thousands","Seasonally Adjusted","Delaware"
"SMU10000000000000001","Statewide","Total Nonfarm","All Employees, In Thousands","Not Seasonally Adjusted","Delaware"
"SMU10000000500000001","Statewide","Total Private","All Employees, In Thousands","Not Seasonally Adjusted","Delaware"
"SMU10000000600000001","Statewide","Goods Producing","All Employees, In Thousands","Not Seasonally Adjusted","Delaware"
"SMU10000000700000001","Statewide","Service-Providing","All Employees, In Thousands","Not Seasonally Adjusted","Delaware"
"SMU10000000800000001","Statewide","Private Service Providing","All Employees, In Thousands","Not Seasonally Adjusted","Delaware"
"SMU10000001500000001","Statewide","Mining, Logging and Construction","All Employees, In Thousands","Not Seasonally Adjusted","Delaware"
"SMU10000002023600001","Statewide","Construction of Buildings","All Employees, In Thousands","Not Seasonally Adjusted","Delaware"
"SMU10000002023800001","Statewide","Specialty Trade Contractors","All Employees, In Thousands","Not Seasonally Adjusted","Delaware"
"SMU10000003000000001","Statewide","Manufacturing","All Employees, In Thousands","Not Seasonally Adjusted","Delaware"
"SMU10000003100000001","Statewide","Durable Goods","All Employees, In Thousands","Not Seasonally Adjusted","Delaware"
"SMU10000003133600001","Statewide","Transportation Equipment Manufacturing","All Employees, In Thousands","Not Seasonally Adjusted","Delaware"
"SMU10000003200000001","Statewide","Non-Durable Goods","All Employees, In Thousands","Not Seasonally Adjusted","Delaware"
"SMU10000003231100001","Statewide","Food Manufacturing","All Employees, In Thousands","Not Seasonally Adjusted","Delaware"
"SMU10000004000000001","Statewide","Trade, Transportation, and Utilities","All Employees, In Thousands","Not Seasonally Adjusted","Delaware"
"SMU10000004100000001","Statewide","Wholesale Trade","All Employees, In Thousands","Not Seasonally Adjusted","Delaware"
"SMU10000004200000001","Statewide","Retail Trade","All Employees, In Thousands","Not Seasonally Adjusted","Delaware"
"SMU10000004244100001","Statewide","Motor Vehicle and Parts Dealers","All Employees, In Thousands","Not Seasonally Adjusted","Delaware"
"SMU10000004244400001","Statewide","Building Material and Garden Equipment and Supplies Dealers","All Employees, In Thousands","Not Seasonally Adjusted","Delaware"
"SMU10000004244500001","Statewide","Food and Beverage Stores","All Employees, In Thousands","Not Seasonally Adjusted","Delaware"
"SMU10000004245200001","Statewide","General Merchandise Stores","All Employees, In Thousands","Not Seasonally Adjusted","Delaware"
"SMU10000004300000001","Statewide","Transportation, Warehousing, and Utilities","All Employees, In Thousands","Not Seasonally Adjusted","Delaware"
"SMU10000005000000001","Statewide","Information","All Employees, In Thousands","Not Seasonally Adjusted","Delaware"
"SMU10000005500000001","Statewide","Financial Activities","All Employees, In Thousands","Not Seasonally Adjusted","Delaware"
"SMU10000005552000001","Statewide","Finance and Insurance","All Employees, In Thousands","Not Seasonally Adjusted","Delaware"
"SMU10000005552200001","Statewide","Credit Intermediation and Related Activities including Monetary Authorities - Central Bank","All Employees, In Thousands","Not Seasonally Adjusted","Delaware"
"SMU10000005552300001","Statewide","Financial Investments and Related Activities including Financial Vehicles","All Employees, In Thousands","Not Seasonally Adjusted","Delaware"
"SMU10000005552400001","Statewide","Insurance Carriers and Related Activities","All Employees, In Thousands","Not Seasonally Adjusted","Delaware"
"SMU10000005553000001","Statewide","Real Estate and Rental and Leasing","All Employees, In Thousands","Not Seasonally Adjusted","Delaware"
"SMU10000006000000001","Statewide","Professional and Business Services","All Employees, In Thousands","Not Seasonally Adjusted","Delaware"
"SMU10000006054000001","Statewide","Professional, Scientific, and Technical Services","All Employees, In Thousands","Not Seasonally Adjusted","Delaware"
"SMU10000006055000001","Statewide","Management of Companies and Enterprises","All Employees, In Thousands","Not Seasonally Adjusted","Delaware"
"SMU10000006056000001","Statewide","Administrative and Support and Waste Management and Remediation Services","All Employees, In Thousands","Not Seasonally Adjusted","Delaware"
"SMU10000006056130001","Statewide","Employment Services","All Employees, In Thousands","Not Seasonally Adjusted","Delaware"
"SMU10000006056170001","Statewide","Services to Buildings and Dwellings","All Employees, In Thousands","Not Seasonally Adjusted","Delaware"
"SMU10000006500000001","Statewide","Education and Health Services","All Employees, In Thousands","Not Seasonally Adjusted","Delaware"
"SMU10000006561000001","Statewide","Educational Services","All Employees, In Thousands","Not Seasonally Adjusted","Delaware"
"SMU10000006562000001","Statewide","Health Care and Social Assistance","All Employees, In Thousands","Not Seasonally Adjusted","Delaware"
"SMU10000006562100001","Statewide","Ambulatory Health Care Services","All Employees, In Thousands","Not Seasonally Adjusted","Delaware"
"SMU10000006562200001","Statewide","Hospitals","All Employees, In Thousands","Not Seasonally Adjusted","Delaware"
"SMU10000006562300001","Statewide","Nursing and Residential Care Facilities","All Employees, In Thousands","Not Seasonally Adjusted","Delaware"
"SMU10000006562400001","Statewide","Social Assistance","All Employees, In Thousands","Not Seasonally Adjusted","Delaware"
"SMU10000007000000001","Statewide","Leisure and Hospitality","All Employees, In Thousands","Not Seasonally Adjusted","Delaware"
"SMU10000007071000001","Statewide","Arts, Entertainment, and Recreation","All Employees, In Thousands","Not Seasonally Adjusted","Delaware"
"SMU10000007072000001","Statewide","Accommodation and Food Services","All Employees, In Thousands","Not Seasonally Adjusted","Delaware"
"SMU10000007072200001","Statewide","Food Services and Drinking Places","All Employees, In Thousands","Not Seasonally Adjusted","Delaware"
"SMU10000008000000001","Statewide","Other Services","All Employees, In Thousands","Not Seasonally Adjusted","Delaware"
"SMU10000009000000001","Statewide","Government","All Employees, In Thousands","Not Seasonally Adjusted","Delaware"
"SMU10000009091000001","Statewide","Federal Government","All Employees, In Thousands","Not Seasonally Adjusted","Delaware"
"SMU10000009092000001","Statewide","State Government","All Employees, In Thousands","Not Seasonally Adjusted","Delaware"
"SMU10000009092161101","Statewide","State Government Educational Services","All Employees, In Thousands","Not Seasonally Adjusted","Delaware"
"SMU10000009092200001","Statewide","State Government Excluding Education","All Employees, In Thousands","Not Seasonally Adjusted","Delaware"
"SMU10000009093000001","Statewide","Local Government","All Employees, In Thousands","Not Seasonally Adjusted","Delaware"
"SMU10000009093161101","Statewide","Local Government Educational Services","All Employees, In Thousands","Not Seasonally Adjusted","Delaware"
"SMU10000009093200001","Statewide","Local Government excluding Educational Services","All Employees, In Thousands","Not Seasonally Adjusted","Delaware"
"SMS21000000000000001","Statewide","Total Nonfarm","All Employees, In Thousands","Seasonally Adjusted","Kentucky"
"SMS21000000500000001","Statewide","Total Private","All Employees, In Thousands","Seasonally Adjusted","Kentucky"
"SMS21000000600000001","Statewide","Goods Producing","All Employees, In Thousands","Seasonally Adjusted","Kentucky"
"SMS21000000700000001","Statewide","Service-Providing","All Employees, In Thousands","Seasonally Adjusted","Kentucky"
"SMS21000000800000001","Statewide","Private Service Providing","All Employees, In Thousands","Seasonally Adjusted","Kentucky"
"SMS21000001000000001","Statewide","Mining and Logging","All Employees, In Thousands","Seasonally Adjusted","Kentucky"
"SMS21000001500000001","Statewide","Mining, Logging and Construction","All Employees, In Thousands","Seasonally Adjusted","Kentucky"
"SMS21000002000000001","Statewide","Construction","All Employees, In Thousands","Seasonally Adjusted","Kentucky"
"SMS21000003000000001","Statewide","Manufacturing","All Employees, In Thousands","Seasonally Adjusted","Kentucky"
"SMS21000003100000001","Statewide","Durable Goods","All Employees, In Thousands","Seasonally Adjusted","Kentucky"
"SMS21000003200000001","Statewide","Non-Durable Goods","All Employees, In Thousands","Seasonally Adjusted","Kentucky"
"SMS21000004000000001","Statewide","Trade, Transportation, and Utilities","All Employees, In Thousands","Seasonally Adjusted","Kentucky"
